,log2FoldChange,pvalue,padj
Dapma7bEVm008331,-3.017215235,0.037405319,0.612245181
Dapma7bEVm008335,1.237854165,0.393426124,0.952985701
Dapma7bEVm008337,0.398880812,0.774041224,0.995280907
Dapma7bEVm008338,0.165445856,0.684226855,0.990313418
Dapma7bEVm008339,0.573390761,0.137571764,0.834763447
Dapma7bEVm008340,0.085515003,0.891246507,0.996018607
Dapma7bEVm008341,-0.083000315,0.838268138,0.995987636
Dapma7bEVm008342,-2.898237819,0.03903796,0.616683251
Dapma7bEVm008343,-0.538420253,0.170594496,0.862792331
Dapma7bEVm008345,-1.241482875,0.208880226,0.884141008
Dapma7bEVm008346,0.14036254,0.590399854,0.975603595
Dapma7bEVm008347,0.085099739,0.847490133,0.995987636
Dapma7bEVm008348,-0.181867545,0.355468803,0.947009914
Dapma7bEVm008349,-0.360554302,0.688344275,0.990313418
Dapma7bEVm008352,-0.117892415,0.715910076,0.994207572
Dapma7bEVm008353,0.323961541,0.406165576,0.952985701
Dapma7bEVm008355,0.266470758,0.855873588,0.996018607
Dapma7bEVm008356,-0.262491244,0.390147033,0.952985701
Dapma7bEVm008357,-0.500210951,0.479777933,0.959980398
Dapma7bEVm008358,-0.405037691,0.389504594,0.952985701
Dapma7bEVm008359,-2.063169879,0.097123424,0.793921054
Dapma7bEVm008360,-1.123204581,0.098909452,0.793921054
Dapma7bEVm008361,-0.494381551,0.062967193,0.720307171
Dapma7bEVm008363,0.125742373,0.645216546,0.984108345
Dapma7bEVm008364,-0.003737246,0.992403028,0.999771496
Dapma7bEVm008365,0.176646897,0.638334101,0.984108345
Dapma7bEVm008366,0.053755453,0.814232316,0.995280907
Dapma7bEVm008367,-0.418525473,0.113184038,0.807106535
Dapma7bEVm008368,0.107107692,0.536498342,0.970523454
Dapma7bEVm008369,-0.112248274,0.851392118,0.995987636
Dapma7bEVm008370,-0.288287553,0.41621096,0.952985701
Dapma7bEVm008371,0.256061925,0.386368777,0.952985701
Dapma7bEVm008372,-0.143610935,0.595013757,0.977374888
Dapma7bEVm008374,0.268703816,0.726932949,0.994207572
Dapma7bEVm008375,-0.092027268,0.949269905,0.997211633
Dapma7bEVm008377,-0.159212816,0.753361659,0.995280907
Dapma7bEVm008378,0.754082471,0.494582932,0.964158903
Dapma7bEVm008379,-0.32378059,0.374871815,0.94908951
Dapma7bEVm008380,0.535144507,0.298456093,0.933826739
Dapma7bEVm008381,-0.381725899,0.463544401,0.959980398
Dapma7bEVm008382,-1.353407424,0.205718445,0.884141008
Dapma7bEVm008383,-0.283802189,0.524685126,0.969243458
Dapma7bEVm008384,0.29072176,0.71203544,0.994185069
Dapma7bEVm008385,0.098293702,0.778142947,0.995280907
Dapma7bEVm008386,-0.046934228,0.949654814,0.997211633
Dapma7bEVm008387,-0.387339947,0.25260864,0.910298798
Dapma7bEVm008388,-0.15966076,0.620091781,0.980944104
Dapma7bEVm008389,-0.199551952,0.786331839,0.995280907
Dapma7bEVm008390,0.021293784,0.968793235,0.999117826
Dapma7bEVm008391,0.216351296,0.849062662,0.995987636
Dapma7bEVm008392,-0.217610233,0.471285057,0.959980398
Dapma7bEVm008393,-1.231314851,0.280572535,0.926937631
Dapma7bEVm008396,-0.369039478,0.250669879,0.908193465
Dapma7bEVm008397,0.626828557,0.008130507,0.310398063
Dapma7bEVm008399,-1.288376652,0.000994899,0.097645164
Dapma7bEVm008400,-0.700606053,0.656579317,0.984108345
Dapma7bEVm008401,-0.177134027,0.664816095,0.984108345
Dapma7bEVm008402,-0.400226421,0.188471064,0.877495148
Dapma7bEVm008404,-0.275895443,0.548238383,0.971159653
Dapma7bEVm008405,-0.085336084,0.841767739,0.995987636
Dapma7bEVm008406,-0.314446227,0.735952865,0.995280907
Dapma7bEVm008408,0.447659061,0.578836514,0.972314543
Dapma7bEVm008410,-0.566735952,0.05730437,0.7085638
Dapma7bEVm008411,-0.895826694,0.296021527,0.933826739
Dapma7bEVm008413,-0.05490753,0.825884455,0.995280907
Dapma7bEVm008416,-0.634558481,0.032773597,0.581303133
Dapma7bEVm008417,-0.001758431,0.995940116,0.999771496
Dapma7bEVm008419,-0.30612584,0.110817933,0.804784529
Dapma7bEVm008421,-1.808209283,0.212791737,0.891566856
Dapma7bEVm008424,-0.989304242,0.268178402,0.921222436
Dapma7bEVm008428,0.484653791,0.632167358,0.983898023
Dapma7bEVm008431,-0.310677479,0.379422964,0.951713178
Dapma7bEVm008432,-0.009841465,0.98037111,0.999288064
Dapma7bEVm008433,-0.055682692,0.840564932,0.995987636
Dapma7bEVm008434,-0.113545579,0.749529993,0.995280907
Dapma7bEVm008436,-0.377770576,0.416277443,0.952985701
Dapma7bEVm008437,-5.82998757,0.016971829,0.435701515
Dapma7bEVm008438,-0.83364677,0.552526041,0.971159653
Dapma7bEVm008441,-0.136390467,0.56669914,0.971159653
Dapma7bEVm008442,-0.04377149,0.927735833,0.997105207
Dapma7bEVm008443,0.547836549,0.473679213,0.959980398
Dapma7bEVm008444,0.167429583,0.839003716,0.995987636
Dapma7bEVm008445,-0.132503427,0.707127105,0.992113972
Dapma7bEVm008446,0.311057707,0.780360852,0.995280907
Dapma7bEVm008447,-0.043405716,0.963884986,0.999117826
Dapma7bEVm008448,0.274169947,0.343192844,0.943571883
Dapma7bEVm008449,0.458226251,0.817442012,0.995280907
Dapma7bEVm008454,-0.642360668,0.480101397,0.959980398
Dapma7bEVm008455,-1.12947995,0.349192917,0.944748435
Dapma7bEVm008456,-0.250251687,0.514882307,0.96749809
Dapma7bEVm008457,0.04885365,0.883999968,0.996018607
Dapma7bEVm008458,-0.127073089,0.729629936,0.994284703
Dapma7bEVm008460,-1.488940931,0.35885993,0.947009914
Dapma7bEVm008463,-1.874334635,0.244851604,0.908193465
Dapma7bEVm008465,-0.160101868,0.776947567,0.995280907
Dapma7bEVm008466,-0.168614999,0.547185915,0.971159653
Dapma7bEVm008470,-0.074357861,0.85900077,0.996018607
Dapma7bEVm008474,-0.636792069,0.258286178,0.917811413
Dapma7bEVm008475,-0.082058533,0.683303779,0.989919764
Dapma7bEVm008476,-0.054449904,0.917280859,0.996018607
Dapma7bEVm008477,0.508587527,0.700389044,0.992113972
Dapma7bEVm008478,0.658265428,0.367341937,0.947850483
Dapma7bEVm008480,0.390135409,0.622130356,0.980944104
Dapma7bEVm008483,-0.029786656,0.945871146,0.997211633
Dapma7bEVm008484,2.384858123,0.136461295,0.832203383
Dapma7bEVm008485,-0.519723674,0.695686342,0.991705864
Dapma7bEVm008486,1.163573983,0.345142089,0.943571883
Dapma7bEVm008489,-0.334678133,0.092512493,0.787135536
Dapma7bEVm008494,-0.674710368,0.268570493,0.921222436
Dapma7bEVm008495,0.101458787,0.722736118,0.994207572
Dapma7bEVm008496,-0.189079308,0.898912117,0.996018607
Dapma7bEVm008497,-0.273870123,0.772570483,0.995280907
Dapma7bEVm008501,0.052167507,0.941796985,0.997211633
Dapma7bEVm008502,-0.234244842,0.65964278,0.984108345
Dapma7bEVm008504,-0.341703827,0.293004468,0.931387985
Dapma7bEVm008505,0.737238794,0.112133105,0.807036234
Dapma7bEVm008506,-1.142597914,0.207595213,0.884141008
Dapma7bEVm008512,0.773460925,0.361615664,0.947850483
Dapma7bEVm008520,-0.291242617,0.602541496,0.97945564
Dapma7bEVm008521,-0.378094184,0.438270396,0.954579575
Dapma7bEVm008522,-1.856912375,0.162663946,0.85603472
Dapma7bEVm008525,-0.631176499,0.087438772,0.777265818
Dapma7bEVm008526,0.948547777,0.470346636,0.959980398
Dapma7bEVm008528,1.159392176,0.026403573,0.532083325
Dapma7bEVm008539,0.581315693,0.290529286,0.928872871
Dapma7bEVm008540,0.37019855,0.822122659,0.995280907
Dapma7bEVm008542,-0.266034151,0.849183265,0.995987636
Dapma7bEVm008544,-0.979500845,0.119952453,0.817321075
Dapma7bEVm008546,0.294174323,0.558432617,0.971159653
Dapma7bEVm008548,1.370630967,0.301998615,0.934156671
Dapma7bEVm008551,0.76142383,0.06664142,0.731260511
Dapma7bEVm008552,0.153409059,0.764834897,0.995280907
Dapma7bEVm008553,0.532395851,0.457895431,0.959205692
Dapma7bEVm008554,2.156786872,0.038623094,0.614068622
Dapma7bEVm008558,0.314410923,0.404837671,0.952985701
Dapma7bEVm008559,-0.212012214,0.22282467,0.899640721
Dapma7bEVm008561,0.616526896,0.600212409,0.978145926
Dapma7bEVm008562,0.131661542,0.554815627,0.971159653
Dapma7bEVm008564,0.194414962,0.355779904,0.947009914
Dapma7bEVm008566,0.68110103,0.091324559,0.786523202
Dapma7bEVm008567,-0.354439549,0.475867248,0.959980398
Dapma7bEVm008569,0.169302227,0.67137558,0.985471585
Dapma7bEVm008570,0.534097389,0.391032163,0.952985701
Dapma7bEVm008572,-0.140395001,0.671915329,0.985543392
Dapma7bEVm008573,-1.520832304,0.18883191,0.877495148
Dapma7bEVm008574,-0.007099975,0.979686072,0.999279828
Dapma7bEVm008576,-0.19638457,0.719927185,0.994207572
Dapma7bEVm008577,-0.062196234,0.885923953,0.996018607
Dapma7bEVm008578,0.254052974,0.371312135,0.947850483
Dapma7bEVm008581,-0.705991499,0.15574249,0.852941571
Dapma7bEVm008583,-0.6164506,0.660127023,0.984108345
Dapma7bEVm008585,-2.008220928,0.094768541,0.792010613
Dapma7bEVm008586,0.187155569,0.317238395,0.941696037
Dapma7bEVm008587,0.387406389,0.155135965,0.851279019
Dapma7bEVm008589,-0.345615123,0.698435027,0.992085653
Dapma7bEVm008591,-0.452889038,0.482500142,0.959980398
Dapma7bEVm008592,1.039085695,0.026813118,0.534211285
Dapma7bEVm008593,0.54375241,0.236913295,0.907861485
Dapma7bEVm008595,0.138150416,0.76368914,0.995280907
Dapma7bEVm008596,-0.857524563,0.414072851,0.952985701
Dapma7bEVm008599,-0.294374781,0.785302971,0.995280907
Dapma7bEVm008601,0.50236337,0.284907604,0.927251684
Dapma7bEVm008602,-2.078173997,0.048306183,0.667296119
Dapma7bEVm008603,0.002404228,0.98666593,0.999771496
Dapma7bEVm008604,-0.481434604,0.441375786,0.954878077
Dapma7bEVm008606,-0.59187373,0.330959424,0.941696037
Dapma7bEVm008609,-0.579169409,0.322454311,0.941696037
Dapma7bEVm008610,1.569100235,0.377537708,0.950845509
Dapma7bEVm008612,-1.150689244,0.422847281,0.952985701
Dapma7bEVm008613,0.432889651,0.438575313,0.954579575
Dapma7bEVm008616,0.231860346,0.767067637,0.995280907
Dapma7bEVm008617,-1.939528406,0.044375745,0.649318227
Dapma7bEVm008618,1.080055902,0.005421815,0.251351121
Dapma7bEVm008620,-1.168959749,0.012615609,0.380237297
Dapma7bEVm008621,-1.464973297,0.341772923,0.943571883
Dapma7bEVm008622,-0.243814889,0.372046983,0.947850483
Dapma7bEVm008624,0.053612515,0.848159034,0.995987636
Dapma7bEVm008625,-0.092721964,0.486482445,0.961065525
Dapma7bEVm008627,-2.16846835,0.027277023,0.53895635
Dapma7bEVm008629,-0.196821136,0.694103829,0.99118553
Dapma7bEVm008632,-0.255478505,0.863336703,0.996018607
Dapma7bEVm008636,-0.167132519,0.64953023,0.984108345
Dapma7bEVm008637,-0.113162837,0.771632635,0.995280907
Dapma7bEVm008640,0.511168367,0.393751866,0.952985701
Dapma7bEVm008644,-0.11022802,0.934163347,0.997211633
Dapma7bEVm008645,1.76368092,0.30720306,0.938712423
Dapma7bEVm008647,0.251539163,0.616283987,0.980781759
Dapma7bEVm008649,0.656285937,0.460535019,0.959980398
Dapma7bEVm008650,-0.219720458,0.631400639,0.983868807
Dapma7bEVm008652,0.259962182,0.809997646,0.995280907
Dapma7bEVm008657,-0.070828052,0.919518337,0.996018607
Dapma7bEVm008658,0.782996481,0.067670359,0.73503609
Dapma7bEVm008659,-0.728029489,0.440701232,0.954878077
Dapma7bEVm008660,-0.601238502,0.721936291,0.994207572
Dapma7bEVm008661,0.741729415,0.311660571,0.94001238
Dapma7bEVm008662,-0.279873345,0.375552999,0.949182873
Dapma7bEVm008664,-0.761203499,0.297621224,0.933826739
Dapma7bEVm008665,-0.990847394,0.163692376,0.856425598
Dapma7bEVm008668,-0.920133386,0.375532207,0.949182873
Dapma7bEVm008671,-1.464600237,0.240184106,0.908193465
Dapma7bEVm008677,-6.367179302,1.24E-05,0.005205115
Dapma7bEVm008684,0.831063274,0.153543233,0.851074727
Dapma7bEVm008685,1.988533904,0.044631289,0.651455435
Dapma7bEVm008688,0.210060302,0.686786971,0.990313418
Dapma7bEVm008689,0.2999492,0.665003056,0.984108345
Dapma7bEVm008692,0.410516193,0.664273776,0.984108345
Dapma7bEVm008698,-0.43692681,0.588377026,0.974486937
Dapma7bEVm008701,-1.082680611,0.291905864,0.929853569
Dapma7bEVm008702,-0.394420763,0.165400204,0.858668433
Dapma7bEVm008705,0.326086939,0.738455334,0.995280907
Dapma7bEVm008706,0.071089377,0.942391346,0.997211633
Dapma7bEVm008713,-0.661186471,0.479477238,0.959980398
Dapma7bEVm008723,-0.524625267,0.581762468,0.97306878
Dapma7bEVm008725,0.102504536,0.816454714,0.995280907
Dapma7bEVm008727,0.208050432,0.490940321,0.964158903
Dapma7bEVm008730,2.180971845,0.074419486,0.754213627
Dapma7bEVm008731,-0.154061762,0.905486657,0.996018607
Dapma7bEVm008746,-0.003616168,0.996297066,0.999771496
Dapma7bEVm008751,1.242615826,0.41530058,0.952985701
Dapma7bEVm008754,-0.457093987,0.539575541,0.971159653
Dapma7bEVm008755,2.0183434,0.229815086,0.903927488
Dapma7bEVm008766,-1.431399059,0.099636906,0.794455323
Dapma7bEVm008767,-0.583871334,0.246594443,0.908193465
Dapma7bEVm008770,-1.456478778,0.086440821,0.777197534
Dapma7bEVm008773,1.080401712,0.247338342,0.908193465
Dapma7bEVm008774,-1.017550765,0.534463184,0.969618438
Dapma7bEVm008775,0.056953281,0.81253531,0.995280907
Dapma7bEVm008776,-0.233486569,0.544046512,0.971159653
Dapma7bEVm008778,-0.820912342,0.102533345,0.798643787
Dapma7bEVm008779,0.674928611,0.126256963,0.828331342
Dapma7bEVm008780,-0.343720665,0.707536434,0.992113972
Dapma7bEVm008781,-0.845064675,0.416949009,0.952985701
Dapma7bEVm008783,0.574673661,0.448874986,0.957609563
Dapma7bEVm008784,-0.839708841,0.434439274,0.953450428
Dapma7bEVm008785,0.064518089,0.867591118,0.996018607
Dapma7bEVm008786,0.813760317,0.612033265,0.980690885
Dapma7bEVm008788,0.578835225,0.043401994,0.642034138
Dapma7bEVm008790,-0.500646679,0.098563454,0.793921054
Dapma7bEVm008791,-0.512570494,0.301765849,0.934156671
Dapma7bEVm008792,0.205552459,0.864893406,0.996018607
Dapma7bEVm008795,0.298260192,0.749588686,0.995280907
Dapma7bEVm008797,0.004551609,0.99482275,0.999771496
Dapma7bEVm008798,0.332287485,0.282326336,0.926961898
Dapma7bEVm008800,-1.208937594,0.244426046,0.908193465
Dapma7bEVm008801,0.067036667,0.920164773,0.996018607
Dapma7bEVm008803,-1.306267287,0.412070376,0.952985701
Dapma7bEVm008804,-1.413959601,0.276179231,0.921222436
Dapma7bEVm008806,-0.040828912,0.930814745,0.997211633
Dapma7bEVm008807,-0.555397854,0.575419014,0.971980073
Dapma7bEVm008810,-0.409398691,0.767958438,0.995280907
Dapma7bEVm008811,-0.415281638,0.559002931,0.971159653
Dapma7bEVm008812,-5.903255124,0.001409817,0.119076245
Dapma7bEVm008813,1.433779728,0.369457845,0.947850483
Dapma7bEVm008815,-0.00809257,0.97611563,0.999117826
Dapma7bEVm008816,-1.636057718,0.327759245,0.941696037
Dapma7bEVm008817,-0.024469905,0.955427627,0.998126384
Dapma7bEVm008820,-0.579799829,0.13469044,0.831977978
Dapma7bEVm008822,0.083206858,0.895282042,0.996018607
Dapma7bEVm008823,-2.374895928,0.070330721,0.741344792
Dapma7bEVm008825,-0.510253236,0.42163859,0.952985701
Dapma7bEVm008826,-0.444895505,0.683951863,0.990140684
Dapma7bEVm008834,-0.271763807,0.737388298,0.995280907
Dapma7bEVm008836,-0.252072164,0.888087205,0.996018607
Dapma7bEVm008837,-0.029463477,0.903905222,0.996018607
Dapma7bEVm008843,-0.251554887,0.798655386,0.995280907
Dapma7bEVm008844,-0.156818273,0.804427922,0.995280907
Dapma7bEVm008846,-0.456140783,0.293071234,0.931387985
Dapma7bEVm008852,-0.278099612,0.428174687,0.953108977
Dapma7bEVm008853,0.279698093,0.666933966,0.984883206
Dapma7bEVm008855,-0.50441286,0.328748958,0.941696037
Dapma7bEVm008857,0.455302574,0.632058168,0.983898023
Dapma7bEVm008862,-1.044180248,0.357404779,0.947009914
Dapma7bEVm008865,0.507041641,0.66764694,0.984883206
Dapma7bEVm008866,-0.668776382,0.241833803,0.908193465
Dapma7bEVm008867,1.358618408,0.043340345,0.642034138
Dapma7bEVm008870,-1.973915925,0.232204907,0.905539538
Dapma7bEVm008871,-0.246281435,0.803161489,0.995280907
Dapma7bEVm008872,0.219473201,0.631599131,0.983868807
Dapma7bEVm008874,-1.722805185,0.0319879,0.574972789
Dapma7bEVm008879,0.375820682,0.797559652,0.995280907
Dapma7bEVm008880,1.794436984,0.24866334,0.908193465
Dapma7bEVm008881,0.061682799,0.906453586,0.996018607
Dapma7bEVm008882,-0.936808368,0.043094708,0.642034138
Dapma7bEVm008884,0.032808629,0.903672747,0.996018607
Dapma7bEVm008888,-0.115738381,0.64829804,0.984108345
Dapma7bEVm008891,-0.770672424,0.127654411,0.828614689
Dapma7bEVm008893,0.845764974,0.418276037,0.952985701
Dapma7bEVm008895,-0.658359939,0.121095417,0.81827128
Dapma7bEVm008896,0.071974909,0.766972768,0.995280907
Dapma7bEVm008898,0.439610809,0.204806687,0.884141008
Dapma7bEVm008899,0.20830578,0.48901269,0.963132545
Dapma7bEVm008900,0.638818906,0.519872982,0.967551654
Dapma7bEVm008903,-2.04287674,0.119910376,0.817321075
Dapma7bEVm008907,0.424026769,0.664477533,0.984108345
Dapma7bEVm008909,-0.513716706,0.53032657,0.969618438
Dapma7bEVm008913,0.061917485,0.945264744,0.997211633
Dapma7bEVm008916,-0.764919168,0.511071598,0.96749809
Dapma7bEVm008917,-0.416288333,0.317010377,0.941696037
Dapma7bEVm008919,0.260537481,0.512446683,0.96749809
Dapma7bEVm008921,1.108967865,0.26877817,0.921222436
Dapma7bEVm008923,0.625614635,0.515530732,0.96749809
Dapma7bEVm008927,-1.851418847,0.261170265,0.918809966
Dapma7bEVm008931,-0.055812395,0.884490082,0.996018607
Dapma7bEVm008933,-0.518532714,0.092122272,0.787135536
Dapma7bEVm008936,-0.334534893,0.811725143,0.995280907
Dapma7bEVm008937,0.336449764,0.664837532,0.984108345
Dapma7bEVm008941,0.150433518,0.834833776,0.995987636
Dapma7bEVm008943,-0.235804017,0.836145635,0.995987636
Dapma7bEVm008951,-0.76268492,0.635687568,0.984106412
Dapma7bEVm008953,1.889937478,0.086446366,0.777197534
Dapma7bEVm008966,1.707040765,0.315117129,0.941696037
Dapma7bEVm008968,-1.672193212,0.391136782,0.952985701
Dapma7bEVm008969,-0.175124561,0.640348762,0.984108345
Dapma7bEVm008972,-0.841907369,0.378993098,0.951519644
Dapma7bEVm008974,-1.617513084,0.169414412,0.862424114
Dapma7bEVm008977,-0.29517695,0.430914922,0.953108977
Dapma7bEVm008981,1.647763601,0.116714193,0.80925983
Dapma7bEVm008984,2.358292954,0.098743096,0.793921054
Dapma7bEVm008990,-0.627502847,0.266591136,0.921222436
Dapma7bEVm008995,-0.595693374,0.463278074,0.959980398
Dapma7bEVm008996,0.30959757,0.510404565,0.967229321
Dapma7bEVm008999,-1.405082467,0.389849877,0.952985701
Dapma7bEVm009004,-0.396190432,0.635249269,0.984106412
Dapma7bEVm009010,0.881088805,0.129256476,0.83019483
Dapma7bEVm009014,0.068413169,0.84508825,0.995987636
Dapma7bEVm009016,-0.664470794,0.576025107,0.971980073
Dapma7bEVm009020,-0.529278855,0.669375196,0.984883206
Dapma7bEVm009025,0.281692905,0.798148074,0.995280907
Dapma7bEVm009029,-1.133259285,0.263228425,0.92074698
Dapma7bEVm009032,-2.751959172,0.117625995,0.81282797
Dapma7bEVm009036,-0.461288603,0.322712373,0.941696037
Dapma7bEVm009039,-0.131129016,0.927290375,0.997105207
Dapma7bEVm009040,0.23702571,0.827919846,0.995487495
Dapma7bEVm009041,-0.059892716,0.866357154,0.996018607
Dapma7bEVm009042,0.424617888,0.361807313,0.947850483
Dapma7bEVm009043,-0.316811308,0.332215899,0.941696037
Dapma7bEVm009048,-1.873084721,0.282191632,0.926961898
Dapma7bEVm009049,0.341434566,0.019125927,0.455329493
Dapma7bEVm009051,0.248054563,0.558623179,0.971159653
Dapma7bEVm009052,-0.716274158,0.522478192,0.968491214
Dapma7bEVm009053,1.886613812,0.168473153,0.862111873
Dapma7bEVm009054,1.077330799,0.433661866,0.953450428
Dapma7bEVm009060,0.442886601,0.228703124,0.903927488
Dapma7bEVm009061,-1.198065648,0.002332426,0.161463893
Dapma7bEVm009063,5.232855914,0.005851178,0.264410504
Dapma7bEVm009064,-0.225560205,0.380356648,0.951762491
Dapma7bEVm009067,0.633801161,0.478251824,0.959980398
Dapma7bEVm009074,0.208874894,0.569664579,0.971159653
Dapma7bEVm009076,-0.341174583,0.653796785,0.984108345
Dapma7bEVm009078,0.334248416,0.826114431,0.995280907
Dapma7bEVm009079,-0.206859708,0.745338664,0.995280907
Dapma7bEVm009083,0.133284459,0.869111133,0.996018607
Dapma7bEVm009085,-0.270387834,0.537595316,0.97102507
Dapma7bEVm009092,0.709756081,0.227700555,0.903927488
Dapma7bEVm009094,-0.499038653,0.190688696,0.877495148
Dapma7bEVm009095,0.428488867,0.105140211,0.800388183
Dapma7bEVm009097,0.244892684,0.872107819,0.996018607
Dapma7bEVm009099,0.014634249,0.958233167,0.998667888
Dapma7bEVm009100,-0.211072129,0.651024391,0.984108345
Dapma7bEVm009101,0.243095122,0.560644616,0.971159653
Dapma7bEVm009103,0.692774304,0.660426344,0.984108345
Dapma7bEVm009105,0.794701843,0.423608402,0.952985701
Dapma7bEVm009107,-0.161724701,0.806985571,0.995280907
Dapma7bEVm009108,-0.183359598,0.712451807,0.994207572
Dapma7bEVm009113,-0.272459053,0.442622613,0.955612525
Dapma7bEVm009114,0.627865897,0.491817956,0.964158903
Dapma7bEVm009115,0.440048296,0.171571565,0.862792331
Dapma7bEVm009118,-0.31022544,0.358562813,0.947009914
Dapma7bEVm009119,-0.029134832,0.959690772,0.998693083
Dapma7bEVm009120,0.217395181,0.882452933,0.996018607
Dapma7bEVm009124,0.209530927,0.787335493,0.995280907
Dapma7bEVm009127,0.280269359,0.765677668,0.995280907
Dapma7bEVm009130,1.158966995,0.543292413,0.971159653
Dapma7bEVm009139,-0.369957949,0.303441025,0.934692763
Dapma7bEVm009149,0.003288176,0.997858089,0.999771496
Dapma7bEVm009152,-0.667701504,0.288888614,0.928699314
Dapma7bEVm009158,-0.201491491,0.459224804,0.959980398
Dapma7bEVm009162,-0.579602723,0.525945915,0.969243458
Dapma7bEVm009163,-0.893005272,0.436627298,0.954579575
Dapma7bEVm009166,1.668337936,0.275707058,0.921222436
Dapma7bEVm009167,-0.12804912,0.571785012,0.971159653
Dapma7bEVm009176,-0.343751434,0.413021641,0.952985701
Dapma7bEVm009177,-0.038754172,0.903329797,0.996018607
Dapma7bEVm009178,-1.10361465,0.592371122,0.976281022
Dapma7bEVm009179,-6.174551799,2.47E-06,0.001208981
Dapma7bEVm009183,1.014064144,0.148268266,0.845416249
Dapma7bEVm009185,-2.384555487,0.064374847,0.724406669
Dapma7bEVm009186,0.238280854,0.793855158,0.995280907
Dapma7bEVm009189,1.362807636,0.098532239,0.793921054
Dapma7bEVm009193,-1.126413457,0.392045779,0.952985701
Dapma7bEVm009207,-0.306595204,0.774899528,0.995280907
Dapma7bEVm009209,-0.949889258,0.222805353,0.899640721
Dapma7bEVm009210,0.196030702,0.782187794,0.995280907
Dapma7bEVm009216,0.569360203,0.746446598,0.995280907
Dapma7bEVm009219,0.219128329,0.576063583,0.971980073
Dapma7bEVm009227,0.985790926,0.219556565,0.898431975
Dapma7bEVm009228,0.100793676,0.933531783,0.997211633
Dapma7bEVm009233,-1.71520284,0.069027598,0.73627725
Dapma7bEVm009234,0.193137332,0.789407547,0.995280907
Dapma7bEVm009247,0.009094992,0.991388483,0.999771496
Dapma7bEVm009250,1.151481638,0.348859061,0.944748435
Dapma7bEVm009254,-1.056464405,0.46265694,0.959980398
Dapma7bEVm009255,0.28932017,0.656895525,0.984108345
Dapma7bEVm009262,-0.585785863,0.297191626,0.933826739
Dapma7bEVm009265,0.071150901,0.961694739,0.999006385
Dapma7bEVm009268,-0.956170787,0.105712701,0.800388183
Dapma7bEVm009270,1.092449634,0.493686392,0.964158903
Dapma7bEVm009273,-2.544285619,0.058627802,0.713379591
Dapma7bEVm009274,-0.522713974,0.282985301,0.926961898
Dapma7bEVm009275,-0.469526817,0.774318589,0.995280907
Dapma7bEVm009281,0.122735066,0.875655007,0.996018607
Dapma7bEVm009283,-0.59172274,0.307850311,0.93895248
Dapma7bEVm009284,-0.458893779,0.688694839,0.990313418
Dapma7bEVm009286,-0.510535028,0.709058489,0.992113972
Dapma7bEVm009288,0.25705385,0.849307307,0.995987636
Dapma7bEVm009289,-0.646304514,0.307105296,0.938613903
Dapma7bEVm009290,-0.37753059,0.452670287,0.95782018
Dapma7bEVm009291,1.438482295,0.003448398,0.205649219
Dapma7bEVm009292,-1.301704229,0.145302472,0.843720272
Dapma7bEVm009294,-1.678416393,0.147687645,0.845416249
Dapma7bEVm009296,-0.328072199,0.327157109,0.941696037
Dapma7bEVm009297,0.185656272,0.873330965,0.996018607
Dapma7bEVm009298,-0.461939172,0.558205837,0.971159653
Dapma7bEVm009301,-0.465283883,0.479824033,0.959980398
Dapma7bEVm009305,-0.750967189,0.308763327,0.93895248
Dapma7bEVm009314,0.103549097,0.704489897,0.992113972
Dapma7bEVm009315,1.671947467,0.276377336,0.921579455
Dapma7bEVm009317,-1.980655406,0.116289251,0.808612694
Dapma7bEVm009323,-0.469514953,0.600932785,0.978236066
Dapma7bEVm009325,-0.062268194,0.91555232,0.996018607
Dapma7bEVm009326,0.361223269,0.197362447,0.880846302
Dapma7bEVm009327,0.829983953,0.622028185,0.980944104
Dapma7bEVm009328,0.7722448,0.266342608,0.921222436
Dapma7bEVm009332,0.193605351,0.897590153,0.996018607
Dapma7bEVm009333,0.386668853,0.57863697,0.972314543
Dapma7bEVm009336,-0.440375606,0.717002661,0.994207572
Dapma7bEVm009337,0.909023012,0.326543942,0.941696037
Dapma7bEVm009339,-0.37033543,0.782650682,0.995280907
Dapma7bEVm009340,-0.768140393,0.054938523,0.697461093
Dapma7bEVm009343,-0.240921212,0.495244412,0.964158903
Dapma7bEVm009344,-0.605793504,0.4276507,0.953108977
Dapma7bEVm009345,-0.721320464,0.429074894,0.953108977
Dapma7bEVm009346,-1.614079608,0.182819238,0.873721014
Dapma7bEVm009348,-0.369588087,0.35013494,0.945049007
Dapma7bEVm009349,0.036353796,0.920344553,0.996018607
Dapma7bEVm009351,-0.19953085,0.692267356,0.990759476
Dapma7bEVm009353,-0.655267909,0.131905786,0.831363546
Dapma7bEVm009368,-0.031462167,0.950642953,0.997211633
Dapma7bEVm009377,-0.162453756,0.831194602,0.995987636
Dapma7bEVm009379,-0.188499159,0.892677661,0.996018607
Dapma7bEVm009388,0.245277958,0.66176958,0.984108345
Dapma7bEVm009390,-0.259578469,0.451064751,0.957609563
Dapma7bEVm009393,0.351691629,0.554242005,0.971159653
Dapma7bEVm009406,2.184872191,0.168285052,0.862111873
Dapma7bEVm009408,-0.746583112,0.551531411,0.971159653
Dapma7bEVm009414,-0.04061488,0.931482392,0.997211633
Dapma7bEVm009415,0.804034794,0.158204502,0.85321381
